Postcode,Nil payments,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable
2300,29,51,40,240,41,43,29,75,80,83,70,145,120,170,140,203,104,422,204,99,49,19,20,72,3736
2302,4,3,0,4,3,0,0,4,3,0,6,6,3,14,15,26,11,29,17,4,5,0,0,3,211
2303,27,64,34,263,54,85,47,67,37,62,51,95,51,118,66,79,49,212,48,22,13,3,6,51,2843
2304,42,29,34,214,35,87,75,126,78,153,96,205,161,311,205,231,86,154,14,3,3,0,4,70,4508
2305,24,12,13,51,19,29,48,62,43,79,61,105,78,146,108,115,38,140,49,13,0,0,0,37,4063
2306,7,30,34,252,60,134,64,74,32,34,48,121,53,27,10,9,0,0,0,0,0,0,0,59,521
2307,8,17,6,30,9,28,14,24,11,26,17,68,30,81,41,52,16,45,4,0,4,0,4,16,1193
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2311,18,0,0,3,0,3,6,3,5,8,0,7,7,5,0,0,0,0,0,0,0,0,0,3,385
2312,6,4,0,0,0,5,3,0,8,15,9,17,6,12,9,6,3,0,0,0,0,0,0,0,507
2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,37,3,6,68,17,33,29,63,67,173,86,195,112,176,91,160,56,177,52,24,0,5,8,57,7629
2316,20,0,4,3,3,9,3,28,4,29,18,40,34,61,31,54,17,54,14,5,0,6,0,16,2332
2317,19,6,11,30,15,17,14,26,26,52,18,73,50,99,39,60,19,83,15,9,3,0,0,20,2770
2318,7,0,4,3,12,9,11,29,56,112,18,83,40,120,62,68,31,99,21,5,0,0,0,24,3635
2319,16,0,0,13,6,12,34,39,27,48,55,106,60,89,61,77,8,20,0,0,0,0,3,14,2461
2320,73,31,26,150,52,150,124,131,77,216,213,492,272,463,398,361,49,78,30,13,3,0,5,96,10240
2321,40,9,3,13,8,14,12,37,19,34,31,91,93,137,255,265,47,39,10,0,4,0,0,35,4325
2322,28,14,13,68,40,59,76,86,86,169,113,223,153,141,48,69,44,106,17,5,0,0,5,59,5667
2323,40,37,47,210,67,179,136,221,134,201,176,377,247,353,149,171,51,124,11,5,0,0,0,82,7620
2324,71,29,27,184,69,125,95,192,152,348,264,324,166,214,105,144,27,41,13,5,5,3,6,67,8917
2325,83,33,29,155,54,141,91,176,132,428,361,416,156,201,189,94,9,38,9,0,0,0,4,90,8834
2326,24,3,8,38,13,31,45,57,29,76,63,89,28,28,10,6,0,5,9,4,0,0,5,21,2341
2327,21,11,4,56,18,49,55,56,49,132,150,179,62,46,10,19,0,4,0,0,0,0,0,34,2354
2328,37,6,0,0,7,15,12,17,10,28,21,38,9,14,0,4,4,0,0,0,0,0,0,11,896
2329,53,8,3,24,9,21,10,20,22,30,5,10,0,0,0,3,0,0,0,0,0,0,0,14,829
2330,78,28,32,108,40,117,102,141,111,210,137,323,106,199,92,106,19,86,13,0,0,0,4,85,6297
2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,69,14,29,62,60,230,126,214,157,340,225,259,63,75,18,22,5,16,3,0,0,0,3,69,4162
2334,6,0,3,0,0,3,0,8,8,26,25,35,14,47,16,10,7,6,0,0,0,0,0,6,848
2335,20,4,3,5,6,9,7,20,12,46,32,79,54,68,28,26,0,28,3,0,0,0,0,10,1895
2336,32,4,0,14,8,39,11,37,15,43,19,26,8,8,0,0,0,0,0,0,0,0,0,9,902
2337,83,6,13,32,16,60,35,92,58,118,48,88,29,42,15,23,0,23,4,0,4,0,0,48,2653
2338,27,0,4,15,5,20,7,17,13,14,4,8,0,0,3,0,0,0,0,0,0,0,0,9,620
2339,16,3,0,0,5,3,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,297
2340,209,79,66,255,142,354,324,481,392,602,466,761,417,447,245,217,51,172,22,3,3,0,11,231,15251
2341,11,0,10,16,8,25,30,47,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,597
2342,14,3,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,188
2343,73,16,3,38,53,58,54,52,33,76,36,34,0,3,0,0,0,0,0,0,0,5,0,48,1768
2344,11,0,0,0,0,0,0,3,4,3,0,3,0,0,0,3,0,5,0,0,0,0,0,5,268
2345,4,0,0,0,0,0,0,4,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,270
2346,28,9,11,12,14,23,38,29,27,43,14,22,13,11,0,9,0,4,0,0,0,0,3,7,1200
2347,42,9,12,21,17,46,18,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,842
2350,128,36,51,152,97,238,202,355,213,363,203,334,183,255,135,126,71,107,17,0,0,0,13,95,7771
2351,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2352,13,0,0,5,7,9,3,7,13,30,25,47,12,21,0,8,0,0,0,0,0,0,0,11,936
2353,8,0,0,0,0,4,5,15,3,0,3,9,0,0,0,0,0,5,0,0,0,0,0,5,397
2354,85,13,3,43,22,33,27,43,9,18,5,6,0,0,0,0,0,0,0,0,0,0,0,29,1497
2355,14,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
2356,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2357,26,10,16,39,34,60,66,79,17,33,3,5,0,3,0,5,0,0,0,0,0,0,4,11,1617
2358,43,10,9,17,12,39,40,37,27,44,28,20,9,9,5,4,0,0,0,0,0,0,0,13,1405
2359,12,3,0,8,3,12,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,295
2360,115,61,29,93,76,156,127,208,127,235,165,166,33,45,14,18,4,6,0,0,0,0,0,58,4606
2361,15,3,0,9,0,13,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,379
2365,60,10,7,10,25,33,18,44,20,44,16,43,6,12,0,4,0,0,3,0,0,0,0,22,1344
2369,3,3,6,3,5,19,8,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,336
2370,61,3,12,49,77,99,77,126,112,84,30,41,6,13,3,0,0,3,5,0,0,0,3,37,2868
2371,14,6,0,5,9,15,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,600
2372,53,6,16,34,36,51,55,80,47,47,15,16,0,3,0,0,0,0,0,0,0,0,3,20,2075
2379,10,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,137
2380,54,17,17,43,43,95,72,148,91,116,84,127,55,94,35,52,22,55,8,3,3,0,0,45,3343
2381,20,10,0,3,6,8,0,15,3,12,6,3,0,3,0,0,0,0,0,0,0,0,0,3,447
2382,33,6,0,5,5,13,9,13,8,15,7,31,0,7,0,5,0,3,0,0,0,0,0,9,524
2386,10,10,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161
2387,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77
2388,60,10,15,25,35,54,24,31,8,29,12,12,5,7,0,0,0,0,0,0,0,0,0,22,895
2390,80,17,15,69,44,108,62,101,29,80,23,80,29,86,29,45,11,23,3,0,0,0,3,54,2952
2395,6,4,4,13,3,10,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,357
2396,17,5,5,14,15,13,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,357
2397,13,7,0,13,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113
2398,9,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75
2399,14,0,0,3,3,5,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,222
2400,117,45,60,94,54,227,150,149,62,113,58,84,21,47,17,26,6,45,8,0,0,0,3,91,3254
2401,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122
2402,36,11,0,25,11,22,13,32,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,672
2403,10,3,0,0,0,5,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,269
2404,35,5,11,23,16,28,12,19,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,796
2405,41,9,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,219
2408,28,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,149
2409,25,13,5,55,19,24,13,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,211
2410,12,7,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
2411,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2415,6,0,0,3,0,4,0,3,0,7,4,0,0,4,0,0,0,0,0,0,0,0,0,3,159
2420,28,4,9,16,10,21,16,38,26,44,24,29,21,8,10,5,0,5,0,0,0,0,0,16,1597
2421,7,0,0,3,0,5,0,3,0,10,7,3,3,4,7,0,0,0,0,0,0,0,0,9,674
2422,47,8,4,44,29,47,28,55,37,57,54,57,19,12,4,6,0,0,0,0,0,0,0,22,2239
2423,34,7,0,9,8,20,20,30,18,34,15,19,7,9,4,6,0,3,0,0,0,0,0,16,1469
2424,6,0,0,3,0,3,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,187
2425,8,0,0,3,0,5,0,8,7,10,11,9,7,0,0,0,0,4,0,0,0,0,0,8,723
2426,7,0,0,0,4,3,0,8,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,7,274
2427,14,0,3,8,9,15,14,28,19,28,34,36,20,34,11,22,0,3,0,0,0,0,0,14,1541
2428,87,21,21,120,62,180,162,266,168,288,174,298,162,255,163,118,45,111,10,10,0,5,8,91,11727
2429,58,5,8,35,23,65,48,86,42,82,58,96,24,29,11,12,0,5,5,0,0,0,4,26,3718
2430,105,36,38,174,121,306,269,379,293,452,364,421,202,228,77,94,36,70,8,5,4,0,9,126,11844
2431,22,5,0,8,7,26,26,51,43,82,62,74,37,65,26,14,7,23,8,3,3,3,0,18,2452
2439,10,0,0,0,0,7,4,3,3,10,11,26,7,18,9,10,0,0,0,0,0,0,0,0,1106
2440,104,29,19,108,67,196,148,267,143,290,175,205,59,89,22,19,8,16,8,0,3,0,8,66,7553
2441,23,3,4,18,8,20,30,31,18,46,29,33,10,16,3,11,5,8,0,0,0,0,0,10,1635
2443,36,19,9,42,16,43,61,71,51,88,60,92,54,81,46,35,13,20,3,0,4,0,7,29,3868
2444,122,53,51,327,89,190,146,291,234,417,363,510,311,563,425,465,248,588,176,39,18,8,14,167,16395
2445,15,0,0,0,5,7,11,21,16,35,25,39,32,47,35,52,20,49,12,3,5,0,5,14,2477
2446,64,8,7,51,17,47,51,88,35,100,75,146,74,104,56,59,17,51,10,3,0,0,4,29,4310
2447,45,10,3,40,21,37,23,56,29,58,53,70,24,47,16,20,4,5,0,0,0,0,3,32,2758
2448,16,10,7,110,47,116,80,123,55,146,79,131,63,79,32,38,14,35,14,4,8,3,4,45,3569
2449,12,5,4,17,21,19,14,27,18,22,6,24,0,5,0,0,0,0,0,0,0,0,0,9,777
2450,131,45,22,349,103,183,158,341,258,415,346,457,306,485,364,323,162,494,97,26,14,3,17,154,13890
2452,37,12,20,91,30,73,68,112,102,136,149,170,117,233,173,133,38,114,16,5,0,0,3,84,4913
2453,41,18,7,11,8,18,13,25,19,32,17,18,0,5,3,0,0,0,0,0,0,0,0,17,1236
2454,48,15,4,29,13,32,15,31,17,60,41,83,38,64,55,42,17,40,11,0,0,0,0,18,2757
2455,9,3,0,32,15,23,19,24,22,45,24,42,26,47,24,15,4,8,4,4,0,0,0,13,1179
2456,38,6,8,32,27,52,35,63,51,121,93,179,99,154,89,124,48,87,21,5,4,0,9,54,5382
2460,143,30,50,175,93,179,164,320,205,418,244,374,136,166,36,47,6,23,11,3,0,0,8,102,10071
2462,26,4,4,7,14,17,11,18,17,26,15,17,5,4,0,0,0,3,3,0,0,0,0,3,1285
2463,28,11,10,20,25,48,32,56,37,66,64,89,41,51,16,27,11,22,8,3,0,0,3,23,2834
2464,24,3,0,11,10,38,25,58,34,86,68,121,76,91,42,58,5,74,16,19,8,7,6,28,3247
2465,0,0,0,0,3,0,0,0,0,10,4,5,0,3,0,0,0,0,0,0,0,0,0,0,122
2466,10,6,0,7,9,18,16,43,23,35,31,32,7,12,3,0,0,9,4,0,0,0,0,13,1028
2469,52,6,12,27,31,35,29,38,10,27,11,10,3,5,0,4,3,0,0,0,0,0,0,17,1865
2470,57,16,15,79,58,167,117,184,126,272,182,202,50,44,9,10,0,4,0,3,0,0,0,58,4842
2471,8,4,0,7,4,15,16,15,11,39,12,19,7,8,6,0,0,4,0,0,0,0,3,10,837
2472,16,5,0,4,3,18,12,12,7,16,16,24,6,15,5,7,0,6,0,0,0,0,0,4,649
2473,22,9,6,17,9,25,39,52,33,75,44,66,17,44,12,22,7,26,8,4,0,0,0,18,1385
2474,54,19,0,24,19,58,42,69,41,106,35,51,11,12,0,9,0,4,0,0,0,0,5,17,2530
2475,5,0,0,0,0,8,5,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,176
2476,16,11,0,18,0,7,12,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385
2477,56,4,3,31,19,31,29,59,29,85,86,104,72,116,85,88,26,73,10,0,0,0,4,25,4149
2478,64,18,26,263,72,104,57,145,102,181,150,313,183,294,170,283,125,526,200,67,24,3,12,108,9923
2479,34,3,5,9,3,6,5,23,5,14,3,28,3,20,15,33,15,69,59,33,12,4,11,13,1637
2480,185,54,55,232,146,292,274,433,314,499,387,612,303,369,139,152,51,135,30,7,4,3,11,153,14932
2481,57,3,5,11,13,71,37,37,28,43,30,53,20,51,34,93,37,205,226,147,66,48,69,59,4670
2482,52,9,0,17,3,27,18,39,14,42,20,49,11,47,26,57,17,116,55,11,3,0,4,23,2354
2483,43,0,4,19,13,48,31,67,25,74,50,107,49,96,66,112,66,226,81,19,6,8,6,32,3986
2484,109,16,4,88,22,100,74,145,97,121,89,164,105,178,90,107,28,119,13,9,4,0,3,58,6413
2485,36,10,16,94,25,52,37,98,89,189,175,329,184,235,164,103,41,188,37,18,6,3,6,73,5766
2486,71,9,19,167,37,122,68,107,44,116,102,222,205,307,244,254,100,389,108,32,10,0,7,107,11383
2487,42,13,5,42,24,51,49,66,32,64,40,132,72,150,95,98,31,247,117,78,29,10,10,46,5069
2488,9,0,3,11,0,13,6,6,4,10,26,36,20,58,35,39,23,45,17,0,0,0,0,9,1084
2489,14,0,0,16,5,20,0,24,5,24,27,53,25,71,69,77,34,141,42,8,0,0,6,33,2504
2490,6,0,0,3,0,0,0,4,0,8,0,7,0,9,0,0,3,10,4,0,0,0,0,0,226
2500,114,100,70,477,122,211,190,267,214,446,305,662,497,650,367,559,215,1084,432,169,51,22,18,190,11364
2502,45,32,27,164,63,103,86,121,81,126,54,122,73,170,66,84,29,73,15,7,0,0,3,62,3600
2505,21,21,9,57,12,27,31,55,19,63,24,61,33,57,36,31,17,24,10,5,0,0,0,13,1615
2506,13,32,16,168,54,79,47,59,22,36,42,82,60,87,50,41,17,32,10,0,0,0,0,36,2091
2508,13,4,4,3,9,0,6,8,0,8,7,14,10,17,5,28,23,106,61,26,18,3,0,12,2789
2515,24,3,5,18,0,12,5,18,16,19,15,38,14,41,26,62,21,152,114,66,27,20,9,17,3760
2516,17,6,9,52,10,24,9,26,9,30,7,31,9,21,16,26,12,70,26,15,5,4,6,19,1893
2517,19,16,20,145,35,60,23,63,29,58,38,83,30,69,48,99,41,198,58,23,6,0,0,41,4310
2518,44,37,42,333,94,155,113,159,93,192,139,227,131,202,142,163,61,232,61,17,5,5,9,100,5733
2519,50,21,21,187,45,78,58,94,57,81,74,136,80,161,102,149,90,237,90,35,10,5,9,66,5119
2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,21,10,0,28,4,22,19,32,19,41,32,53,34,49,32,58,23,112,38,6,0,0,4,14,3711
2526,21,21,21,162,40,69,53,72,22,52,42,85,49,113,66,68,34,104,40,15,0,0,5,44,4525
2527,44,11,10,70,24,47,31,66,32,63,42,101,67,159,137,168,68,224,35,9,0,0,0,39,6303
2528,55,34,34,269,120,224,130,194,121,193,126,301,190,277,190,231,83,181,28,12,0,0,5,97,7265
2529,42,20,11,108,19,52,33,73,64,73,55,114,66,172,137,213,82,442,220,31,0,0,4,55,7670
2530,55,28,29,151,68,102,74,114,56,103,74,185,97,279,163,269,93,236,58,8,0,0,0,77,9881
2533,59,4,10,19,3,22,16,27,23,51,36,79,41,80,75,116,69,226,72,30,7,5,7,37,6029
2534,15,4,0,8,5,18,8,21,6,7,10,21,11,23,18,41,10,95,32,22,3,0,3,27,2348
2535,36,0,13,23,8,21,13,24,11,33,28,45,15,49,27,36,10,45,13,9,3,0,0,19,3283
2536,55,10,18,90,39,130,80,183,134,231,157,229,116,193,88,89,32,38,6,7,6,0,7,66,9552
2537,73,16,12,52,19,80,54,95,69,142,62,150,60,83,20,37,5,27,0,5,3,0,5,45,6209
2538,8,3,4,8,5,4,7,3,10,12,8,12,6,12,0,3,0,6,0,0,0,0,0,4,930
2539,69,6,7,22,15,110,74,133,67,192,176,258,128,146,78,89,22,27,5,0,4,5,5,50,10167
2541,60,47,60,273,109,285,246,304,171,383,301,393,229,231,110,107,35,48,13,3,0,0,7,137,7928
2545,7,6,0,3,5,12,4,9,0,9,5,3,0,0,0,0,0,3,0,0,0,0,0,7,545
2546,51,12,11,58,29,75,61,118,77,89,69,98,26,33,11,7,0,5,3,0,3,0,8,40,4907
2548,26,5,5,26,14,41,55,85,61,77,55,71,39,89,53,41,16,25,5,3,3,0,6,32,3651
2549,18,0,4,7,0,15,11,33,11,24,16,27,13,25,11,4,4,10,3,0,0,0,0,9,1598
2550,102,24,18,93,47,67,65,140,61,161,100,167,67,81,36,23,4,10,5,3,7,0,0,50,6363
2551,17,4,4,45,17,39,24,50,34,49,40,44,21,30,6,3,5,0,0,0,0,0,0,12,1388
2555,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,5,0,0,0,0,0,53
2556,12,0,5,3,0,3,4,4,3,6,0,6,4,8,0,11,0,23,17,5,5,0,3,13,647
2557,24,0,0,5,3,0,0,8,7,29,3,25,7,19,11,32,14,175,139,29,6,3,0,21,2246
2558,14,0,0,8,3,15,4,17,9,23,12,44,50,131,82,131,51,96,10,4,0,0,0,25,2957
2559,5,18,25,81,46,65,46,118,54,49,10,21,18,19,4,8,0,10,3,0,0,0,0,20,357
2560,118,101,92,540,214,348,240,324,153,307,332,680,422,1112,775,1071,315,892,166,23,6,11,8,283,19192
2563,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,8,10,4,3,0,0,0,63
2564,16,31,25,182,77,135,82,109,43,57,40,129,175,235,98,135,54,89,10,6,4,0,3,64,3159
2565,60,20,10,75,19,50,37,37,24,51,44,132,146,250,154,210,104,277,91,13,0,0,0,53,5256
2566,44,29,23,160,56,82,52,74,34,64,71,162,113,258,210,304,87,252,64,8,0,0,0,83,6553
2567,36,3,8,20,16,16,17,48,22,42,17,57,43,111,120,309,198,846,250,45,8,0,4,74,10025
2568,3,0,0,0,3,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,354
2569,3,0,0,0,0,0,0,3,0,0,0,4,4,8,0,3,0,7,3,6,0,0,0,6,428
2570,87,27,12,106,21,45,25,36,28,50,31,100,38,101,80,174,86,809,356,46,20,3,12,74,11622
2571,21,0,0,3,0,28,12,27,16,22,23,56,14,47,32,43,12,81,51,14,11,3,0,12,3586
2572,13,0,5,4,3,11,13,16,0,14,9,14,11,20,25,28,6,41,11,7,8,0,0,8,1342
2573,13,0,7,3,0,20,13,22,8,14,14,39,20,67,62,73,20,65,10,4,0,0,0,20,1425
2574,6,0,0,4,6,8,11,10,0,7,9,24,7,30,18,26,3,37,23,6,0,0,0,11,1810
2575,40,4,0,23,10,56,22,85,29,67,42,82,55,97,84,98,47,145,56,9,8,0,4,41,5372
2576,52,9,8,11,12,23,29,47,19,33,27,53,36,67,39,58,35,173,106,50,20,10,21,34,5344
2577,100,15,9,11,14,89,39,69,40,75,64,116,82,121,70,106,33,132,36,13,9,0,14,57,5941
2578,7,0,0,4,0,4,9,7,0,10,9,23,7,20,7,12,3,13,0,0,0,0,0,6,1233
2579,32,8,0,8,3,12,3,20,7,18,11,28,8,18,8,15,0,20,3,0,0,0,0,14,1783
2580,128,56,51,216,100,247,169,258,137,351,235,392,159,195,86,119,34,56,9,3,0,0,4,121,10540
2581,29,8,3,6,3,3,3,10,7,13,7,10,7,3,0,3,0,6,3,0,0,0,0,8,856
2582,66,19,20,15,13,39,28,40,24,61,61,116,47,86,26,34,15,39,13,6,3,0,6,28,4297
2583,60,6,11,19,17,26,12,43,19,38,13,27,5,4,0,0,0,0,0,4,0,0,0,14,2112
2584,14,0,0,0,5,0,4,10,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,9,226
2585,11,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2586,48,12,0,23,11,22,17,21,12,29,10,10,3,0,0,0,0,0,0,0,0,0,0,16,1286
2587,35,7,0,12,11,41,30,40,15,10,9,3,0,3,0,0,0,0,0,0,0,0,0,11,1196
2588,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134
2590,48,32,11,78,56,76,66,94,74,82,38,28,0,8,0,0,4,0,0,0,0,0,0,22,2713
2594,84,27,15,56,54,117,109,205,155,180,88,82,25,39,8,0,4,7,4,0,0,0,0,48,3923
2619,12,0,4,5,0,0,0,0,11,27,0,77,65,58,21,46,30,124,96,35,11,7,0,8,2643
2621,23,0,6,7,0,3,0,10,0,16,5,14,9,22,9,21,12,62,50,14,3,0,0,10,1966
2622,41,4,3,10,9,15,5,11,11,30,16,35,21,19,0,14,4,4,0,0,0,0,0,11,2003
2623,0,0,0,0,0,0,3,0,0,12,3,9,0,4,0,3,0,3,0,0,0,0,0,0,263
2625,8,0,0,4,0,0,0,3,3,0,0,0,0,3,3,0,0,4,0,5,0,0,5,5,661
2626,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2627,44,7,3,16,9,28,18,45,20,47,33,47,20,38,18,61,13,27,28,24,17,27,165,39,2489
2628,25,3,0,3,3,28,15,31,13,21,7,6,0,3,0,0,0,4,0,0,0,5,4,5,913
2629,10,3,0,3,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,512
2630,65,7,26,58,54,93,54,109,77,149,65,56,19,31,9,14,0,0,4,0,0,0,11,25,3395
2631,14,3,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
2632,24,6,11,8,9,22,18,35,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,791
2633,10,0,3,4,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2640,77,46,61,267,218,414,296,400,325,512,329,362,185,257,134,192,25,106,18,5,3,0,4,133,12055
2641,28,12,28,114,140,336,217,331,226,268,204,149,67,67,19,19,4,11,0,0,0,0,3,69,4885
2642,43,5,3,20,10,25,14,23,9,24,17,18,10,7,0,3,0,0,0,0,0,0,0,26,1782
2643,19,4,0,5,6,12,18,20,24,32,28,15,10,3,0,0,0,0,0,5,0,0,5,0,1062
2644,33,0,9,18,11,34,23,35,15,4,3,4,0,0,0,0,0,0,0,0,0,0,0,8,1040
2645,8,4,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
2646,56,21,18,27,39,92,71,85,60,71,29,34,3,8,0,3,0,0,0,0,0,0,0,30,2726
2647,19,3,6,19,3,15,14,32,23,15,16,22,3,4,0,3,0,0,0,0,0,0,0,4,1139
2648,40,24,4,25,11,36,34,30,19,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1038
2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2650,155,99,102,392,186,486,508,538,428,741,648,898,412,480,268,234,94,239,40,14,9,0,12,211,17241
2651,5,0,0,0,4,12,18,14,28,43,34,43,10,23,11,12,0,0,0,0,0,0,0,5,537
2652,65,13,9,20,14,36,17,27,5,28,13,16,4,12,0,3,0,3,0,0,0,0,0,26,1724
2653,16,9,7,17,17,41,40,23,8,17,12,8,5,3,0,0,0,0,0,0,0,0,0,3,923
2655,7,0,3,4,0,6,9,19,8,10,4,0,4,3,0,0,0,0,0,0,0,0,0,0,480
2656,21,6,8,6,6,28,8,10,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,534
2658,25,0,3,14,7,18,14,11,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,556
2659,11,0,0,3,4,6,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,318
2660,13,0,4,13,8,12,17,31,5,8,4,3,0,0,0,0,0,0,0,0,0,0,0,8,575
2661,0,0,0,0,0,0,0,3,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2663,17,11,16,25,24,35,34,67,30,61,19,33,12,10,3,0,0,0,0,0,0,0,0,16,1420
2665,49,18,17,18,17,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,903
2666,55,31,10,50,39,56,60,67,48,50,12,19,0,3,3,0,0,0,4,0,0,0,3,18,2096
2668,11,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
2669,56,27,6,15,0,7,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,761
2671,46,16,11,30,18,64,24,38,41,36,8,11,5,6,0,0,0,4,0,0,3,0,0,26,1591
2672,14,25,17,21,20,53,19,9,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,9,494
2675,43,22,5,25,5,24,11,32,8,21,3,3,0,0,0,0,0,0,0,0,0,0,0,16,542
2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2680,113,31,35,112,124,292,270,296,170,357,150,224,95,143,60,46,9,24,4,4,3,0,8,94,6942
2681,18,7,7,4,4,14,22,19,12,18,7,0,0,0,0,0,0,0,0,0,0,0,0,17,566
2700,32,18,7,44,34,92,78,66,32,48,5,14,6,5,0,0,0,0,0,0,0,0,4,25,1865
2701,9,10,7,10,0,9,4,23,9,26,7,16,0,0,5,6,0,0,0,0,0,0,0,3,811
2702,8,6,0,8,5,7,9,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
2703,18,8,0,12,5,7,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,228
2705,56,19,18,91,48,143,136,153,92,120,33,85,12,20,0,0,0,0,3,0,0,0,3,26,3389
2706,30,5,0,5,7,40,21,26,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,371
2707,31,4,10,19,25,32,16,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,500
2710,91,22,26,99,106,140,106,128,55,86,37,59,12,21,7,3,0,7,0,5,0,0,5,68,3922
2711,88,19,13,39,53,65,34,36,8,16,0,6,0,5,0,0,0,4,0,0,0,0,0,30,1399
