Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable
2350,101,1656,882,1758,1763,1896,1804,1831,1628,1606,1015,872,625,873,362,1913,4757
2351,14,178,132,278,74,39,36,16,5,0,0,0,0,0,5,194,3
2352,14,134,80,159,244,187,194,213,228,207,102,96,45,57,18,160,581
2353,0,59,59,60,110,96,75,72,80,75,37,30,20,27,4,123,194
2354,30,146,124,227,304,282,259,247,234,228,119,100,67,83,50,438,633
2355,7,39,19,55,54,63,51,46,38,38,15,13,4,7,6,95,96
2356,0,14,4,12,24,19,12,7,5,10,0,5,0,0,3,15,32
2357,20,211,133,304,420,388,334,252,238,205,106,99,59,75,33,530,736
2358,13,179,121,279,387,356,301,264,286,232,112,107,64,61,28,289,671
2359,12,38,25,67,117,62,61,51,32,25,13,8,10,6,4,73,130
2360,77,699,444,1009,1431,1284,1052,1128,1100,811,394,296,248,208,111,1290,2933
2361,14,53,29,90,116,118,57,49,51,38,18,5,0,6,9,94,164
2365,31,188,128,239,328,299,324,328,232,192,96,86,39,73,40,357,748
2369,0,57,26,93,135,78,65,62,47,33,18,9,3,7,13,106,179
2370,48,285,242,609,804,816,555,550,475,396,193,146,89,106,55,945,1369
2371,13,72,30,113,168,140,98,84,57,41,18,10,10,11,3,145,136
2372,33,211,184,376,558,485,362,335,290,225,124,88,64,74,30,554,753
2379,7,24,7,17,26,26,17,25,14,29,11,3,7,6,11,27,60
2380,52,491,297,601,793,846,685,633,695,581,401,351,255,436,214,860,2198
2381,6,61,38,78,129,111,71,82,79,64,48,28,22,15,23,107,224
2382,12,63,43,97,108,114,85,102,78,70,61,41,35,36,12,130,256
2386,14,19,9,26,22,19,19,21,21,26,18,10,3,3,8,44,83
2387,3,17,8,14,11,10,15,13,17,4,12,4,4,9,6,22,38
2388,24,126,66,175,171,185,166,160,160,148,95,73,52,46,40,360,624
2390,48,393,258,497,579,621,599,565,626,559,367,283,212,265,143,915,1822
2395,3,64,15,72,110,73,44,34,32,22,6,8,8,12,8,88,73
2396,11,43,21,61,117,99,73,62,28,39,18,13,8,19,9,80,150
2397,5,19,5,23,14,28,18,20,10,34,23,19,9,7,9,53,93
2398,0,8,13,14,9,15,13,7,27,16,10,11,0,3,3,26,45
2399,5,27,18,22,43,39,37,33,43,34,21,15,15,12,14,91,131
2400,62,409,233,559,663,570,581,666,700,690,450,339,199,263,201,1342,2153
2401,6,10,9,18,30,27,21,15,21,23,12,9,9,3,7,34,70
2402,7,105,49,142,213,170,109,109,130,102,47,25,25,32,13,182,327
2403,5,28,18,68,84,54,52,45,36,27,16,20,5,10,4,66,164
2404,22,80,51,140,241,225,147,129,119,83,47,21,14,17,12,225,261
2405,9,38,10,25,26,32,20,32,41,34,26,23,14,6,17,59,107
2408,0,28,6,20,7,16,21,24,28,35,11,13,20,8,13,41,86
2409,4,50,33,162,85,69,53,52,42,34,10,16,10,15,8,120,267
2410,11,22,7,26,21,19,18,19,15,12,7,6,3,5,5,31,55
2411,0,8,5,4,0,8,3,9,6,13,5,0,0,3,0,14,25
2415,0,25,11,36,40,38,22,21,25,20,17,6,5,13,0,40,75
2420,7,221,143,272,368,391,313,250,248,228,129,103,77,98,63,429,680
2421,8,118,72,111,120,119,132,110,129,114,88,67,62,79,37,90,378
2422,44,273,189,404,652,566,465,370,301,275,149,94,63,113,51,465,856
2423,21,179,102,252,373,376,226,200,184,122,78,55,34,39,22,305,400
2424,0,29,14,43,48,45,31,34,18,16,10,8,7,0,3,42,77
2425,8,112,64,101,188,182,111,132,105,98,72,47,39,57,26,121,340
2426,3,30,34,58,95,63,53,63,47,24,12,11,10,10,0,80,129
2427,12,192,96,272,547,440,293,191,165,132,83,56,40,52,27,222,296
2428,73,1049,765,1911,3122,2892,2105,1779,1478,1154,633,460,328,377,246,2389,3253
2429,42,552,343,805,1109,1027,808,753,627,472,272,164,111,126,57,842,1607
2430,129,1737,1137,2723,4125,3459,2786,2450,2135,1749,983,718,517,466,298,2677,5930
2431,10,244,140,390,753,601,481,378,317,292,162,85,72,80,50,406,679
2439,10,151,106,209,330,260,240,203,174,154,99,82,49,37,20,307,498
2440,83,956,743,1639,2384,2220,1613,1542,1244,1037,474,342,266,247,129,2917,3987
2441,25,252,142,376,456,429,311,296,242,218,144,86,68,63,30,456,745
2443,31,447,258,711,1383,1099,823,591,534,394,216,152,102,127,72,944,1002
2444,115,2193,1463,2740,4696,4408,3718,3400,3227,2805,1750,1390,1027,1200,679,3795,7696
2445,24,358,250,452,677,633,495,434,433,399,252,206,150,170,63,358,1115
2446,45,680,420,902,1341,1196,1053,980,855,786,400,310,217,240,142,1142,2612
2447,26,375,229,537,781,783,564,546,462,409,213,141,91,84,44,626,1280
2448,30,383,300,734,1245,1137,731,601,505,410,224,182,135,138,77,868,1309
2449,15,104,67,215,332,232,155,155,130,68,43,28,22,26,16,172,419
2450,189,2154,1483,2827,3831,3741,3315,3264,3137,2643,1630,1235,858,1010,592,3983,8007
2452,48,697,523,1068,1560,1336,1213,1271,1125,888,588,383,269,266,91,964,2829
2453,27,185,95,241,272,304,266,187,157,131,88,60,33,37,19,249,416
2454,32,426,281,539,649,733,609,551,464,436,249,187,156,159,74,526,1510
2455,3,120,92,202,386,367,264,210,222,169,86,79,59,67,21,264,393
2456,75,836,426,994,1452,1315,1170,1084,1114,822,511,374,286,312,118,1154,2708
2460,116,1481,980,2266,3204,2956,2229,2096,1831,1465,810,645,463,476,201,2756,5239
2462,13,127,80,237,323,259,214,192,144,106,54,39,23,30,21,204,370
2463,36,370,255,630,1075,805,631,546,466,351,197,159,90,112,55,599,1161
2464,12,286,209,461,869,849,588,533,424,348,189,168,118,133,97,582,863
2465,0,14,15,29,50,25,20,12,14,15,9,10,3,3,0,25,39
2466,6,74,52,183,300,265,159,123,75,59,20,20,18,14,14,158,189
2469,31,196,128,428,564,503,264,271,201,180,82,67,25,38,18,473,543
2470,60,746,400,1116,1744,1445,1176,1210,1125,838,384,249,163,150,91,1251,3067
2471,33,145,81,164,256,249,170,187,165,136,65,50,27,28,13,241,509
2472,13,86,76,134,187,164,139,132,147,100,60,43,32,19,10,190,342
2473,14,131,89,195,384,378,288,240,174,170,105,71,60,53,20,272,450
2474,35,346,245,508,762,707,508,430,382,312,136,118,69,76,62,601,1037
2475,4,20,7,47,48,42,22,21,9,9,9,3,6,0,3,74,68
2476,11,34,31,66,90,102,55,56,56,27,15,9,8,19,6,65,125
2477,43,614,435,702,1054,1074,995,950,879,800,467,381,272,266,164,867,2226
2478,72,1249,900,1572,2573,2610,2377,2212,2001,1771,1036,889,665,794,507,2574,4512
2479,19,220,180,235,344,342,354,340,330,314,200,135,115,164,144,405,874
2480,162,2121,1611,3216,3857,4244,3545,3390,3321,2705,1490,1143,746,872,407,3778,7996
2481,34,480,331,579,819,952,968,848,853,751,399,368,244,327,321,1759,1730
2482,14,298,198,416,553,642,522,431,407,310,171,125,66,95,65,828,1149
2483,32,521,341,660,914,1045,925,836,742,633,397,238,173,216,104,1031,1805
2484,63,1037,638,1298,1924,1786,1453,1324,1309,1114,547,388,286,256,170,1866,3416
2485,45,593,364,1008,1640,1752,1328,1065,990,885,465,335,208,226,141,1617,1703
2486,98,1564,1149,1968,3508,3263,2726,2337,2194,1916,1165,844,570,597,285,2411,5015
2487,47,700,446,737,1096,1045,1043,824,815,856,523,527,325,463,318,1219,2459
2488,12,176,125,192,229,282,239,214,230,230,131,109,77,87,33,224,663
2489,23,381,233,446,672,653,581,476,441,446,277,234,164,165,57,456,1650
2490,0,36,26,50,48,59,58,39,51,37,26,29,11,18,8,50,118
2500,165,3813,1492,3209,3254,3115,2658,2341,2350,2572,1854,1593,1145,1661,841,3166,5287
2502,82,835,415,1060,1549,1316,784,781,688,612,367,244,183,151,48,916,2404
2505,24,296,164,410,575,549,304,309,295,312,171,140,106,104,49,382,830
2506,37,497,260,628,845,698,507,495,472,491,210,184,128,155,52,504,1447
2508,32,595,328,349,425,439,479,491,546,607,504,459,384,562,266,546,1944
2515,23,693,434,511,646,597,609,559,639,734,555,569,448,749,545,528,2270
2516,11,380,251,324,334,391,288,302,322,382,299,288,235,387,221,302,1387
2517,53,803,499,686,1126,1033,795,738,775,911,649,596,446,752,303,816,2753
2518,39,1200,660,1260,1818,1762,1313,1201,1201,1260,809,719,517,685,259,1048,3315
2519,53,1251,656,1170,1477,1360,1147,995,940,999,725,678,534,735,370,927,2903
2522,3,89,39,83,16,14,30,4,4,5,0,0,0,0,0,6,0
2525,40,777,500,719,813,764,768,679,708,725,522,502,388,557,257,547,2287
2526,48,1042,671,982,1162,1352,950,934,995,961,701,611,506,697,298,801,2931
2527,65,1460,809,1184,1706,1545,1437,1396,1466,1507,932,787,581,674,161,1215,4454
2528,91,1434,694,1734,2819,2364,1781,1639,1438,1250,809,638,406,483,196,1893,4113
2529,66,1849,960,1390,2127,1722,1676,1639,1698,1736,1154,1007,794,1187,406,1230,5378
2530,103,2129,1152,1914,2907,2619,2262,2035,2147,2082,1434,1134,818,970,286,1557,6468
2533,38,938,586,852,1114,1125,1182,991,1008,1092,763,686,533,794,386,950,2587
2534,12,275,221,301,376,413,390,323,367,357,279,262,168,270,148,535,1005
2535,20,338,229,422,719,703,657,502,448,516,305,261,202,231,177,593,1006
2536,69,779,603,1228,1970,1824,1525,1368,1273,999,567,341,252,276,153,1790,2690
2537,36,526,433,893,1344,1195,1020,935,849,721,412,291,198,222,124,982,1641
2538,6,109,84,150,208,207,202,161,123,115,82,74,50,45,37,360,383
2539,61,843,652,1354,2280,2000,1605,1361,1133,983,535,389,235,300,158,1369,2713
2541,123,1208,818,1869,2654,2450,1893,1787,1621,1395,828,646,452,453,199,2428,4815
2545,0,59,27,82,136,122,89,82,77,56,35,26,10,11,13,75,140
2546,41,363,285,676,1196,1006,905,685,561,485,262,181,109,130,91,999,1158
2548,17,300,256,514,798,841,724,641,604,494,299,229,151,155,88,660,968
2549,8,174,142,249,351,337,334,291,255,249,148,93,59,67,41,335,661
2550,61,798,624,1116,1520,1419,1174,1141,1149,1002,594,410,295,309,142,1303,2805
2551,10,176,114,299,377,382,262,260,235,200,93,58,51,48,20,386,537
2555,0,20,8,17,13,14,24,19,15,14,7,8,5,0,0,6,53
2556,21,245,83,144,168,176,154,142,194,185,125,89,64,68,38,162,463
2557,46,727,222,347,454,388,484,518,647,673,534,463,288,362,120,630,2062
2558,37,840,438,665,702,638,614,821,1016,988,611,418,277,271,67,435,2272
2559,16,237,66,261,224,186,156,154,131,69,40,21,14,22,13,482,978
2560,295,5948,2441,4386,5606,5009,4558,5187,5855,5641,3670,2716,1646,1939,612,4759,16246
2563,0,30,13,15,19,21,15,12,26,20,15,13,10,5,3,23,65
2564,56,1293,459,923,1075,947,871,914,1023,865,526,354,196,199,65,1014,3166
2565,52,1835,770,1001,1190,1133,1142,1324,1519,1497,1010,823,489,575,225,1283,4118
2566,131,2397,892,1482,1714,1596,1523,1818,2166,2082,1260,960,544,590,173,1274,5709
2567,106,2765,1334,1591,1848,1760,1922,2223,2691,2994,2255,1901,1448,1915,600,1522,9630
2568,4,53,32,65,106,116,83,61,61,76,55,33,45,52,35,117,147
2569,8,88,47,80,77,73,88,77,106,87,61,54,45,82,24,91,269
2570,93,2504,1146,1670,2074,2003,2108,2295,2657,3197,2313,2013,1501,2015,868,2529,9127
2571,42,784,362,500,601,597,613,666,798,890,632,575,448,660,278,640,2748
2572,9,296,163,215,351,267,252,267,291,305,186,171,137,177,68,432,892
2573,12,338,160,278,385,337,297,375,348,357,218,178,127,138,43,375,1094
2574,16,376,191,290,456,392,361,370,413,388,277,230,155,203,55,348,1218
2575,77,1006,513,799,1092,1138,1096,1080,1118,1035,642,520,406,506,281,1213,2954
2576,51,811,489,651,1068,1036,949,871,837,867,563,514,392,602,622,974,2116
2577,58,879,567,785,1175,1115,1103,1035,1113,1026,619,578,399,542,328,1302,2794
2578,4,149,107,159,248,256,233,179,202,173,108,88,68,89,41,225,371
2579,25,213,150,254,364,340,280,279,247,246,138,126,106,134,91,272,756
2580,102,1557,898,1621,2184,2287,2039,2018,2005,1980,1219,1059,750,887,309,3061,5248
2581,15,99,60,101,110,135,145,118,129,151,108,114,71,105,56,134,432
2582,44,603,408,514,664,638,712,700,774,857,657,664,456,811,384,950,2615
2583,22,225,128,287,432,370,320,329,322,271,146,121,77,103,58,468,707
2584,0,31,17,37,39,42,40,45,46,44,16,15,14,18,4,26,109
2585,0,8,14,19,26,16,20,7,18,12,8,11,0,3,0,24,48
2586,21,178,87,166,240,240,173,191,192,160,88,82,53,65,39,230,413
2587,12,145,68,189,351,278,212,213,216,148,96,87,33,51,36,273,510
2588,4,12,6,13,22,24,12,30,19,23,7,4,13,11,13,17,40
2590,26,323,196,445,830,737,571,531,506,404,227,151,111,145,75,611,1206
2594,59,546,414,722,1071,1078,959,898,825,646,329,249,196,207,124,885,2474
2619,16,576,366,298,251,270,303,335,493,623,602,606,483,1096,597,306,2281
2621,14,331,175,220,188,222,225,283,359,434,384,351,255,581,253,436,1353
2622,20,215,105,221,323,328,249,246,231,252,151,137,98,141,69,485,642
2623,4,34,18,26,32,37,31,25,54,53,34,32,16,24,9,51,133
2625,0,8,3,0,9,16,26,33,29,43,23,25,6,12,3,97,45
2626,0,24,17,32,36,19,22,26,37,25,31,28,12,34,3,54,93
2627,11,159,127,147,233,223,371,418,414,410,253,201,140,163,87,401,832
2628,7,86,67,122,143,157,147,136,150,134,83,55,38,58,19,132,365
2629,4,21,17,39,56,56,45,39,35,31,16,13,11,8,13,66,58
2630,29,394,273,500,700,716,642,668,662,535,345,259,202,231,130,995,1407
2631,8,38,19,33,64,52,40,31,44,35,26,7,10,17,18,43,94
2632,8,87,56,116,154,159,141,123,136,124,90,66,44,26,11,151,334
2633,0,20,16,38,36,37,30,21,29,16,7,13,6,11,7,45,45
2640,103,1786,1218,1988,2406,2587,2456,2494,2807,2615,1818,1478,947,1194,613,2900,6943
2641,52,736,508,1060,1414,1400,1238,1158,1174,964,541,344,212,183,82,1297,2716
2642,22,228,158,266,317,298,350,317,368,322,222,179,81,119,64,385,1088
2643,9,110,82,175,292,284,192,178,209,185,110,62,37,47,22,282,501
2644,15,107,74,140,227,183,171,166,175,149,86,76,50,53,41,240,452
2645,3,10,18,21,40,34,38,26,28,26,11,11,0,7,6,73,69
2646,28,352,193,402,610,608,547,452,499,442,288,199,116,127,63,676,1161
2647,3,84,63,135,252,186,185,149,157,162,80,55,36,33,11,226,339
2648,9,99,81,166,264,249,184,149,166,128,72,45,46,34,26,316,334
2649,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,6,4
2650,170,2915,1855,3084,3687,3877,3959,4008,4502,4247,2809,2154,1606,1838,860,3723,11675
2651,0,112,60,77,130,92,139,222,267,198,142,80,55,34,10,129,522
2652,29,227,137,246,327,343,337,310,329,309,202,148,109,91,85,415,932
2653,13,118,77,150,209,208,170,185,150,162,111,69,54,54,18,376,414
2655,3,73,32,78,115,86,102,77,112,76,52,32,23,35,12,149,268
2656,4,43,41,77,123,132,88,86,84,97,34,33,29,29,19,119,245
2658,3,78,37,89,160,132,116,79,105,71,47,28,28,24,9,101,317
2659,8,69,39,52,66,75,54,59,55,52,29,23,9,14,16,67,194
2660,7,96,49,92,131,140,131,102,98,101,54,32,40,26,22,139,353
2661,0,7,3,4,12,5,50,168,49,36,45,35,27,20,0,110,61
2663,17,208,93,262,398,362,292,339,309,260,163,108,65,95,46,1267,892
2665,19,105,61,151,197,179,152,132,141,133,57,59,44,51,27,260,456
2666,14,287,152,332,596,555,464,435,404,330,166,154,117,98,68,432,1073
2668,3,23,11,37,68,35,31,32,29,13,3,12,4,5,8,43,108
2669,11,85,40,94,143,133,101,102,116,114,67,53,32,32,23,170,349
2671,21,204,105,220,315,318,318,229,236,226,163,131,78,123,69,531,828
2672,7,100,41,101,148,126,131,90,91,65,49,33,25,27,10,195,353
2675,9,65,44,53,122,120,115,107,128,100,83,36,25,39,32,183,296
2678,6,64,56,124,27,21,22,8,0,3,0,3,0,0,4,0,8
2680,113,1271,731,1198,1507,1472,1557,1895,2038,1583,968,689,460,571,298,2616,4989
2681,4,84,53,81,124,147,92,132,151,122,62,67,34,23,17,158,377
2700,24,202,114,286,440,441,398,376,317,290,165,132,74,70,40,602,948
2701,7,124,84,123,169,144,141,151,176,174,81,94,48,58,34,264,530
2702,8,53,23,46,79,54,44,50,49,51,21,13,10,6,12,72,167
2703,10,162,76,41,67,53,36,59,50,40,27,13,4,16,0,75,252
2705,32,573,287,573,806,704,654,782,816,708,399,278,213,203,86,987,2039
2706,0,51,27,60,108,85,83,84,104,91,43,35,12,10,7,123,243
2707,9,81,36,60,81,72,93,94,94,110,58,46,29,30,31,127,298
2710,55,480,314,649,900,843,727,736,754,665,367,281,169,227,105,1064,1786
2711,15,183,98,191,262,262,225,222,232,237,136,96,55,82,48,445,587
2712,12,65,66,92,132,127,101,84,85,92,50,28,25,20,9,174,208
2713,24,134,79,193,254,233,237,212,182,168,94,62,28,51,30,305,500
2714,11,117,87,210,336,297,245,161,157,149,71,69,36,50,32,263,457
2715,11,97,35,88,118,111,109,116,118,90,56,29,19,25,10,150,290
2716,3,55,24,59,93,98,85,86,82,82,43,30,23,15,9,135,190
2717,9,71,42,144,143,95,90,68,69,62,29,26,17,11,14,212,243
2720,32,448,228,467,703,603,552,505,487,508,320,283,165,245,83,863,1526
2721,0,8,11,24,27,17,12,13,10,18,17,0,0,8,0,30,45
2722,27,153,110,204,283,258,272,211,239,193,96,75,60,66,43,297,627
2725,10,21,4,25,49,46,11,19,25,16,13,12,4,3,13,29,68
2726,4,6,3,10,18,20,27,17,25,15,5,4,0,6,11,19,37
2727,4,20,8,16,24,25,19,22,26,21,22,7,3,5,11,31,87
2729,6,107,58,99,139,138,123,88,90,127,65,74,41,42,23,119,363
2730,0,79,30,98,142,160,121,113,106,90,37,39,25,14,9,123,201
2731,30,293,205,345,626,565,511,444,473,438,260,177,142,142,89,544,1122
2732,10,82,49,141,182,183,175,119,118,104,49,38,30,32,26,191,253
2733,5,18,13,30,71,39,53,39,41,35,19,8,7,3,5,59,104
2734,4,25,21,32,30,14,35,35,39,33,19,14,7,11,10,55,83
2735,3,42,18,46,42,38,30,28,33,15,8,6,0,5,0,57,77
2736,4,22,14,22,28,36,37,24,20,18,12,8,5,8,4,61,56
2737,7,48,20,24,46,42,58,61,67,54,31,15,4,20,5,127,211
2738,11,71,47,79,96,88,111,115,128,107,78,63,65,55,34,117,396
2739,16,73,44,87,119,89,83,86,86,92,52,45,35,31,28,148,296
2745,81,2081,987,1153,1303,1288,1434,1661,1999,2384,1802,1619,1247,1517,599,1357,6995
2747,132,2896,1177,2141,2618,2466,2455,2782,3467,3605,2352,1790,1165,1244,319,2448,9363
2748,5,161,63,99,127,112,116,123,146,128,111,78,58,79,58,122,287
2749,63,1138,537,763,943,896,822,1001,1231,1473,986,786,533,676,224,981,3873
2750,135,2807,1350,2214,3123,3304,2696,2738,3294,3585,2443,1963,1326,1641,581,3015,8587
2752,12,315,140,210,303,234,278,343,385,416,293,228,156,182,69,272,1075
2753,94,1118,582,897,1120,1179,1141,1130,1229,1265,869,704,458,607,237,1328,3171
2754,20,388,187,310,426,382,377,413,434,415,295,235,159,211,81,300,1071
2755,0,3,5,0,0,0,6,9,26,30,26,19,12,14,3,81,27
2756,115,2038,1027,1653,1907,1958,2114,2159,2553,2755,1862,1556,1048,1298,442,2159,7278
2757,9,53,38,40,55,46,62,57,61,67,49,41,19,35,27,43,162
2758,29,602,283,390,442,514,444,495,559,690,469,438,342,422,210,724,1669
2759,97,2147,877,1230,1460,1293,1456,1737,2259,2379,1644,1240,753,843,200,1326,5391
2760,200,2486,835,1825,2240,2232,1879,2370,2823,2739,1522,1072,584,609,163,2699,7542
2761,184,3159,978,1473,1506,1415,1608,2024,2613,2664,1732,1162,719,783,177,1419,7334
2762,23,390,147,199,201,233,264,269,342,400,309,253,179,242,71,236,1225
2763,86,2821,1047,1391,1488,1405,1456,1728,2268,2634,1922,1452,1078,1440,364,1156,7146
2765,68,1091,486,711,973,930,935,978,1094,1118,788,646,411,518,237,2138,2992
2766,95,1582,523,747,1026,1053,803,1080,1281,1316,783,537,340,309,61,831,3158
2767,134,2326,749,1304,1420,1273,1128,1423,1821,1770,1200,820,559,648,144,1105,4690
2768,92,3019,972,1141,1133,1116,1213,1282,1662,1983,1552,1366,1155,1869,713,1821,6667
2769,32,1059,298,320,395,332,359,455,599,794,694,696,537,949,389,385,3439
2770,359,5367,1823,4349,5084,4075,3551,4132,4251,3566,1912,1271,685,600,256,4801,15213
2773,9,373,271,256,281,347,351,303,386,380,314,307,264,430,278,278,1163
2774,17,788,503,641,749,753,730,713,851,933,726,683,559,791,332,488,2671
2775,3,73,29,85,123,141,104,102,88,100,48,41,38,34,15,293,178
2776,11,244,162,195,217,234,231,237,274,338,219,213,184,201,72,162,834
2777,43,1080,689,870,1026,1192,1084,1079,1124,1145,977,874,744,1016,341,965,3357
2778,0,194,108,118,152,155,143,166,154,170,108,140,95,125,50,116,429
2779,8,337,198,250,299,355,316,312,340,323,235,238,162,226,38,213,1095
2780,66,838,369,828,1057,1448,1093,929,873,841,538,412,298,422,210,1112,1886
2782,11,366,208,334,455,506,453,374,367,394,241,244,194,289,129,486,1001
2783,6,163,83,177,174,201,197,163,201,159,129,113,92,88,27,151,482
2784,14,79,50,73,95,91,80,68,90,81,54,53,32,52,14,68,231
2785,11,243,149,248,392,420,423,333,307,286,182,150,126,164,65,335,710
2786,4,62,58,93,122,106,90,70,82,78,48,40,36,39,14,159,201
2787,11,240,126,291,353,330,273,271,316,291,197,157,96,100,31,605,762
2790,69,861,469,1066,1517,1527,1045,921,927,857,548,411,284,507,254,1914,2589
2791,0,20,19,24,54,26,18,21,23,16,15,16,0,10,9,29,44
2792,0,22,11,23,49,26,28,29,15,24,17,13,5,15,7,34,65
2793,0,46,35,99,137,102,84,66,54,41,21,25,15,13,11,104,133
2794,35,507,302,701,1138,1019,790,856,721,564,307,240,150,166,108,963,1856
2795,139,2417,1370,2480,2810,3043,2798,2763,2878,2731,1887,1610,1179,1408,533,4146,8363
2797,4,32,15,28,36,37,28,30,32,33,14,11,11,13,4,30,77
2798,15,94,66,93,103,99,112,135,125,147,80,100,76,104,55,169,534
2799,18,240,135,259,359,365,259,264,285,262,152,136,102,107,31,334,823
2800,154,2537,1402,2375,3178,3102,2823,2923,2976,2999,1991,1752,1335,1805,826,3206,9613
2803,4,17,10,16,34,26,24,20,14,20,8,10,3,10,5,29,39
2804,18,122,78,168,253,293,198,202,182,158,77,66,44,61,25,200,536
2805,0,27,10,34,41,41,22,26,12,22,18,8,7,4,3,25,82
2806,0,42,28,42,85,57,81,51,58,45,27,21,11,15,9,79,120
2807,0,15,7,38,59,49,21,34,30,18,3,11,0,7,3,58,69
2808,0,10,6,19,35,21,13,16,9,8,6,3,0,3,0,23,12
2809,0,6,11,8,29,18,15,15,10,13,8,8,3,5,0,49,44
2810,14,150,91,205,386,355,232,208,215,195,80,80,47,49,46,271,529
2817,3,16,17,16,12,32,31,24,17,7,3,10,4,7,15,25,49
2818,4,38,29,42,49,52,51,56,62,66,43,35,26,25,11,83,202
2820,27,286,193,513,753,591,463,398,372,321,162,156,118,109,61,1507,1282
2821,37,230,136,290,382,359,328,350,300,285,176,134,113,96,45,469,1073
2822,5,25,17,28,57,25,30,31,33,21,9,6,13,12,5,48,60
2823,10,72,27,65,116,117,109,77,92,95,49,48,31,27,25,184,282
2824,5,101,51,128,189,159,126,152,155,157,87,60,40,47,33,262,448
2825,10,121,46,129,181,204,133,123,158,149,97,100,63,74,46,249,487
2826,0,12,9,7,10,17,13,6,16,21,20,8,3,6,5,14,45
2827,24,177,108,246,383,323,288,268,262,201,119,80,71,39,38,389,685
2828,6,40,21,57,91,62,45,44,43,34,28,25,13,12,16,126,180
2829,26,122,70,195,294,234,205,205,178,151,109,70,45,43,37,473,634
2830,172,1833,1191,1971,2829,2741,2752,3042,3109,2863,1751,1453,1073,1283,527,3180,8518
2831,21,76,64,111,127,127,133,132,143,125,71,55,44,40,13,210,431
2832,33,91,51,246,196,174,128,135,133,141,78,57,47,46,30,346,617
2833,7,26,10,79,70,64,38,40,34,25,17,15,13,8,8,49,148
2834,14,111,75,213,316,310,175,126,105,83,41,34,21,24,16,334,349
2835,10,276,97,170,246,246,201,204,196,213,153,181,145,309,117,486,922
2836,13,51,17,95,82,72,51,51,43,43,22,18,14,15,6,116,192
2838,0,12,5,34,45,9,9,19,17,14,3,9,0,4,0,13,59
2839,8,54,30,138,135,119,61,73,56,50,41,30,19,28,4,192,307
2840,15,118,45,145,140,130,116,154,174,162,100,88,70,64,28,504,628
2842,7,22,21,56,67,90,33,35,34,37,14,14,6,16,4,58,126
2843,13,68,40,95,126,104,91,94,97,55,30,24,22,26,22,142,251
2844,11,67,41,100,107,115,97,96,85,59,30,30,21,21,20,261,273
2845,8,101,58,134,154,173,124,118,124,100,72,34,48,60,27,201,436
2846,0,16,13,19,38,37,15,13,17,11,6,6,0,0,0,40,51
2847,8,153,77,167,257,242,160,148,137,129,67,55,46,62,34,281,416
2848,13,86,59,166,220,224,87,93,62,62,27,17,10,28,15,227,256
2849,16,110,34,120,164,166,107,94,71,69,53,30,18,48,21,154,251
2850,69,927,579,1083,1482,1339,1110,1086,1014,943,573,474,431,786,395,1691,3667
2852,23,228,99,209,276,314,232,194,189,142,87,88,73,140,43,441,765
2864,14,46,27,48,61,56,42,51,56,60,42,32,11,24,7,64,170
2865,3,54,24,56,59,59,58,53,45,53,38,41,13,28,8,103,164
2866,10,188,87,150,256,255,210,203,205,186,107,88,65,84,42,242,713
2867,8,28,16,34,60,41,38,41,39,33,21,13,12,12,7,49,140
2868,6,39,15,40,76,56,42,46,40,27,27,12,12,7,11,77,130
2869,8,64,65,122,159,159,98,80,68,67,53,30,21,22,10,180,231
2870,59,657,409,737,986,915,796,775,754,680,484,364,288,350,134,1139,2502
2871,41,499,274,509,824,808,665,690,616,576,321,260,147,199,86,927,1899
2873,14,18,17,35,53,50,30,15,27,32,12,19,10,11,18,104,100
2874,9,23,10,40,40,40,23,28,34,27,10,9,7,7,0,48,67
2875,9,49,23,68,75,80,77,58,64,56,23,27,25,20,10,109,191
2876,6,31,15,29,29,26,31,27,21,16,8,9,9,8,0,59,94
2877,31,171,78,259,350,307,276,244,258,226,115,109,60,76,56,392,876
2878,0,22,4,16,10,21,10,18,23,20,8,14,8,5,13,117,58
2879,0,35,19,67,57,71,37,28,25,18,17,11,7,14,8,119,111
2880,73,897,513,1319,1837,1727,1248,1116,962,1018,690,552,497,624,197,1942,3058
2898,0,14,8,8,31,28,25,37,35,38,14,18,6,17,5,38,51
4000,166,2220,444,758,952,1026,1025,923,1028,1140,856,769,605,1074,885,1786,904
4005,76,692,280,549,686,735,820,857,1108,1487,1255,1222,890,1637,1574,2547,1458
4006,54,907,236,611,691,836,911,863,1143,1302,982,918,591,985,617,2123,748
4007,38,892,349,437,451,503,543,663,865,1055,723,722,543,959,1194,1186,1651
4008,7,16,10,13,15,22,13,27,25,28,14,10,8,6,7,119,26
4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
