Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable
7302,8,94,50,119,154,129,131,151,110,97,74,33,20,12,12,132,342
7303,10,159,96,204,320,254,217,184,197,147,96,68,43,39,18,208,453
7304,32,339,236,498,791,545,445,423,335,298,182,140,85,66,47,471,1019
7305,3,62,32,94,151,107,85,93,55,68,38,26,10,7,9,122,204
7306,22,236,155,360,433,425,290,261,244,232,125,89,65,73,31,287,630
7307,35,458,320,734,1069,927,883,741,684,650,396,331,177,201,109,729,1678
7310,98,1310,887,2086,2832,2712,2196,1967,1827,1608,948,683,485,483,223,1863,4905
7315,31,772,459,1090,1598,1545,1191,1080,956,876,523,453,290,283,101,942,2457
7316,16,310,199,412,582,529,423,372,400,374,234,227,125,129,67,433,1050
7320,27,899,596,1224,1676,1496,1189,1169,1053,1022,574,450,326,290,144,1137,2963
7321,18,275,221,357,474,352,309,280,326,251,174,148,120,104,48,391,821
7322,15,165,137,259,446,396,270,288,248,206,147,109,74,64,42,345,689
7325,34,500,291,631,941,901,641,591,534,508,301,272,160,149,83,568,1479
7330,27,311,166,404,592,521,485,499,516,492,246,187,96,84,51,502,1407
7331,4,30,18,32,47,56,47,36,45,37,16,6,11,25,11,51,76
7466,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0
7467,8,110,57,197,212,193,98,77,80,80,54,48,32,41,15,144,327
7468,0,34,10,50,71,65,42,49,47,49,29,23,15,35,3,53,122
7469,0,56,15,85,73,64,38,31,28,36,34,18,22,25,10,75,149
7470,0,53,22,56,65,51,28,22,40,22,19,22,26,47,14,69,142
3000,379,9718,1259,1878,2162,2051,2168,1913,2100,2231,1618,1321,890,1475,925,4687,1214
3002,23,231,96,154,125,168,198,209,296,383,382,372,272,529,615,607,299
3003,36,586,150,242,252,247,258,273,336,456,331,310,202,351,223,865,395
3004,32,777,170,248,263,315,333,405,608,798,698,650,485,935,787,1234,563
3005,5,33,0,25,14,18,21,23,22,25,25,29,20,42,36,135,49
3006,103,2404,386,585,644,690,799,914,1342,1625,1285,1099,856,1584,1145,2454,904
3008,86,1574,217,322,347,313,408,450,622,791,736,640,456,867,636,1232,743
3010,8,444,422,318,107,44,48,19,14,13,6,11,5,26,16,80,13
3011,94,1685,655,1478,1518,1364,1278,1195,1498,1608,1218,960,661,1094,409,2074,2684
3012,110,2109,728,1621,1739,1651,1425,1549,1910,1919,1416,1186,816,1169,481,2013,4453
3013,40,861,422,682,793,833,718,690,941,988,841,879,670,1186,711,883,2829
3015,51,1044,511,746,895,860,750,768,971,1199,1008,985,760,1436,841,987,3652
3016,65,1150,673,703,723,794,676,663,798,958,780,726,601,1139,1135,1022,2940
3018,57,821,441,720,812,840,763,695,818,967,669,605,441,719,323,890,2101
3019,95,1042,391,962,790,654,529,627,547,543,233,197,122,106,49,626,1692
3020,297,4455,1738,3998,4087,3462,2741,2993,3083,2736,1451,976,615,639,215,3553,7736
3021,430,5945,2126,5097,5483,4099,3308,3731,3648,2913,1499,914,446,414,181,4468,9491
3022,61,260,89,253,233,231,197,200,223,201,132,79,56,42,14,275,554
3023,425,6342,2269,3720,3630,2991,3212,3826,4511,4386,2921,2166,1353,1649,532,4730,15307
3024,112,2035,761,1237,1155,1123,1238,1505,1838,1819,1173,848,518,560,145,1325,6456
3025,71,908,405,928,1149,957,610,640,700,697,475,477,285,422,127,1049,2250
3026,0,4,3,5,5,9,3,9,6,5,9,0,0,0,0,17,0
3027,39,720,170,208,207,209,233,334,470,527,380,354,217,392,137,287,1749
3028,160,2567,1041,1972,2312,2068,1681,1810,2238,2212,1392,1064,641,818,220,1856,5148
3029,535,9329,3141,4889,4706,4287,4796,5922,7235,7115,4432,3143,1954,2280,642,6003,23537
3030,468,9270,3522,5185,4949,4792,4983,5551,6857,7188,4801,3998,2788,4065,1741,5683,24484
3031,115,1033,585,1213,1143,999,847,837,1053,1249,1154,1023,735,1295,727,1615,2909
3032,143,2320,1015,1635,1648,1497,1454,1690,1918,2259,1717,1475,1040,1724,1158,2085,4674
3033,58,1085,567,950,1181,1027,869,802,916,945,726,576,432,621,274,986,2494
3034,72,934,416,850,1215,881,709,653,672,741,552,445,307,342,191,872,1785
3036,22,467,273,361,370,344,369,327,388,413,296,279,208,264,206,344,1001
3037,278,4942,2097,3005,3023,2526,2677,3233,3677,3723,2385,1856,1216,1396,470,2781,11863
3038,149,2640,1292,1852,2102,1677,1594,1732,1918,2057,1390,1022,648,939,357,1511,4366
3039,47,985,477,717,795,800,721,691,876,1045,832,736,528,961,781,981,2273
3040,61,1899,1003,1188,1256,1424,1289,1373,1701,1896,1518,1350,1004,1637,1324,1729,4283
3041,47,861,541,549,602,667,658,670,820,863,702,596,480,758,535,801,2283
3042,59,1053,539,902,1245,1050,940,935,1027,1187,871,722,474,708,331,1042,2681
3043,88,1273,624,1218,1442,1291,1161,1137,1357,1399,883,649,376,431,133,1308,2946
3044,93,2034,926,1380,1678,1796,1449,1476,1782,1995,1538,1276,882,1393,556,1857,5022
3045,0,0,0,0,0,4,0,0,3,4,0,6,4,0,4,67,0
3046,146,2879,1142,2235,2845,2511,2134,2117,2365,2252,1528,1207,752,947,321,2651,6041
3047,224,1798,821,2199,2129,1646,1234,1099,1123,840,417,216,123,98,66,2133,4730
3048,169,1778,900,2025,1870,1312,1010,1058,922,754,364,221,116,114,47,1295,4080
3049,41,724,374,619,639,612,565,627,720,708,489,373,248,261,105,571,1593
3050,0,6,3,9,5,6,4,0,5,4,0,0,4,3,0,50,24
3051,98,2040,504,1039,873,811,812,684,778,948,762,626,462,762,467,1697,1566
3052,24,640,230,374,289,304,348,266,305,399,312,275,155,276,267,807,420
3053,193,5168,832,1261,994,971,995,778,882,937,640,585,371,597,443,1800,1097
3054,31,437,226,441,374,458,495,492,598,689,599,518,369,625,564,569,928
3055,74,941,432,890,959,930,912,848,1044,1115,857,670,498,743,411,929,1906
3056,96,1386,661,1492,1720,1648,1514,1450,1724,2136,1600,1468,1021,1528,789,1635,2613
3057,26,684,284,625,650,695,623,671,831,1092,843,779,520,784,379,813,1207
3058,114,2342,1111,2246,2628,2297,2017,1891,2202,2346,1778,1602,1065,1577,735,2234,5589
3059,84,1557,696,905,891,765,815,934,1066,1133,818,637,453,603,327,722,3059
3060,61,1424,486,1032,1366,1247,813,789,798,723,426,331,219,243,70,995,3025
3061,53,447,222,561,732,417,287,262,273,191,103,66,33,22,7,369,1022
3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,3,52,29,30,29,31,31,22,28,41,33,15,20,31,17,53,110
3064,523,7494,2949,5260,4625,3752,3982,4778,5580,5053,3024,2048,1200,1296,371,3921,19604
3065,35,485,234,650,630,565,499,443,635,750,619,558,369,772,634,1388,1198
3066,41,395,180,507,450,427,375,418,504,709,589,525,369,589,369,1079,979
3067,28,452,188,368,343,383,386,398,620,779,697,580,417,703,418,785,649
3068,35,824,467,828,915,995,876,935,1125,1478,1287,1145,823,1492,1297,1527,2628
3070,60,1300,779,1332,1484,1358,1240,1281,1532,1781,1504,1335,962,1682,1247,1680,4014
3071,51,985,522,1017,1364,1119,1094,1142,1326,1426,1058,957,637,1005,524,1373,2977
3072,155,2410,1163,2240,2574,2292,1790,1955,2200,2307,1666,1391,965,1337,488,2660,5256
3073,276,3880,1759,3634,4554,4018,3072,3159,3493,3478,2260,1739,1020,1217,378,4323,8217
3074,131,1902,809,2113,2468,1705,1250,1404,1412,1108,581,351,191,196,83,1428,3366
3075,172,2048,868,2043,2525,1666,1408,1542,1500,1270,713,473,258,286,103,1569,4149
3076,175,3044,1219,2125,2216,1830,1877,2315,2515,2294,1395,956,576,585,157,1947,7180
3078,31,741,408,581,649,667,630,575,757,858,620,637,444,782,686,757,1811
3079,60,1212,702,716,764,785,806,742,858,1040,881,882,610,1116,1193,939,2683
3081,78,916,493,967,1080,1111,788,784,846,874,572,453,269,382,135,1294,2384
3082,140,2837,1241,1998,2227,2008,1827,1999,2341,2391,1446,1038,675,723,195,1559,5065
3083,181,3920,1258,2241,2483,2230,2119,2011,2072,2075,1311,1066,615,851,375,2081,4636
3084,84,1835,992,1273,1369,1456,1504,1380,1510,1654,1301,1235,984,1560,1129,1452,4798
3085,41,1040,479,736,760,827,768,806,952,997,757,691,507,722,400,749,2642
3086,5,209,152,256,74,46,35,4,7,3,0,0,5,0,0,96,21
3087,40,609,342,501,610,638,562,527,667,686,461,448,300,400,122,466,1658
3088,68,1783,1087,1343,1595,1647,1590,1601,1843,2068,1609,1325,971,1352,556,1372,5072
3089,31,880,578,544,537,589,656,677,779,880,669,620,437,656,329,522,2344
3090,5,196,143,109,92,87,98,120,172,153,116,129,68,154,126,112,477
3091,8,129,66,67,84,77,120,81,93,104,73,87,55,76,68,118,266
3093,16,268,169,178,190,270,270,196,245,287,256,200,141,221,182,177,618
3094,22,573,349,384,477,508,535,578,621,700,517,462,369,537,198,396,1732
3095,76,2024,1259,1339,1222,1422,1607,1475,1770,1824,1508,1438,1070,1781,1206,1276,5478
3096,0,148,96,117,177,117,118,110,136,139,114,76,76,69,37,96,340
3097,12,122,53,60,62,47,88,84,75,91,57,76,46,82,96,97,286
3099,8,348,211,271,237,269,332,297,346,350,288,237,165,204,107,249,960
3101,80,2299,968,1095,911,1062,1086,1079,1371,1559,1230,1196,838,1664,2422,1785,3951
3102,33,507,319,290,309,298,300,334,379,393,312,264,242,451,485,373,1339
3103,64,1842,717,777,677,807,787,740,867,955,683,660,505,833,1106,865,2444
3104,80,2404,1085,1041,1006,909,952,1010,1111,1253,899,898,636,1161,1238,923,3802
3105,47,1034,425,744,855,724,687,597,669,672,491,454,331,514,363,640,1645
3106,73,1667,709,931,1015,962,958,947,1020,1049,758,725,517,890,820,992,2589
3107,65,1201,528,821,1009,876,813,779,778,920,631,569,398,658,419,825,2287
3108,101,2457,966,1374,1532,1339,1324,1242,1399,1328,965,835,587,845,570,1182,2771
3109,132,3383,1365,1777,1976,1765,1695,1614,1762,1808,1247,1085,789,1229,748,1260,4729
3111,40,1095,539,649,683,830,802,630,716,801,605,538,374,588,564,780,2119
3113,28,684,373,378,367,407,464,451,485,522,440,386,297,545,484,440,1705
3114,14,336,218,183,180,176,183,175,207,208,200,161,114,222,313,173,757
3115,14,332,207,160,183,163,208,211,257,249,158,192,163,208,221,203,667
3116,25,693,433,505,656,669,642,680,739,805,505,434,262,381,166,530,1740
3121,93,1395,740,1539,1510,1395,1270,1382,1990,2595,2352,2208,1585,2675,2026,2671,3062
3122,98,2082,788,1077,946,1032,1177,1098,1381,1711,1412,1344,880,1666,1995,1766,3061
3123,54,1229,412,609,553,621,632,666,872,1042,814,783,568,1020,1263,895,2297
3124,64,2092,979,990,926,993,1085,1027,1144,1276,994,1047,743,1534,2018,1298,3870
3125,110,2638,735,1078,1055,967,872,787,740,834,517,471,352,613,370,926,1949
3126,19,769,380,343,341,311,342,321,388,432,364,337,263,530,950,558,1406
3127,45,1656,898,825,787,816,851,834,992,1173,904,888,644,1340,1619,782,3400
3128,127,3014,782,1222,1355,1218,1189,1084,1238,1223,814,681,504,832,514,1273,2757
3129,69,1934,770,1042,1059,1006,998,991,989,1160,837,741,542,812,579,747,3103
3130,126,2950,1449,1674,1887,1951,1854,1765,1859,2074,1490,1375,1042,1784,1114,1820,5959
3131,85,1987,945,1320,1558,1641,1378,1275,1531,1490,1063,906,657,997,497,1205,3981
3132,45,1195,661,815,922,971,974,944,1083,1159,886,766,591,946,424,756,3004
3133,74,2140,1052,1284,1427,1375,1451,1282,1407,1441,1021,919,714,1113,556,922,3964
3134,115,2450,1414,1879,1911,2190,1963,2013,2128,2475,1689,1482,1076,1504,833,1538,6131
3135,76,1343,787,1086,1104,1410,1279,1170,1374,1481,1097,953,648,976,388,978,3805
3136,150,2882,1793,2437,2819,3203,2918,2872,3189,3314,2399,1974,1270,1831,732,2437,8162
3137,42,768,503,760,954,1082,944,1012,1031,1109,727,530,335,408,153,959,2570
3138,68,1505,874,1214,1369,1384,1459,1515,1717,1753,1144,925,574,737,237,1161,4330
3139,45,922,488,751,871,906,945,1001,1125,1055,676,498,290,302,144,869,2811
3140,67,1070,644,873,1113,1253,1112,1136,1291,1265,816,650,436,530,217,979,3067
3141,101,1902,521,892,946,973,994,1139,1727,2232,1970,1792,1265,2184,2007,2714,1793
3142,70,1073,347,423,374,444,464,502,717,887,707,737,488,1080,2054,1111,1435
3143,29,593,279,324,351,413,396,420,562,716,519,528,341,698,909,725,1239
3144,42,819,360,412,381,407,439,419,517,702,561,583,430,824,1376,746,1888
3145,92,2755,999,1072,1130,1078,1117,1037,1244,1457,1070,1042,767,1391,1849,1217,3980
3146,69,2062,985,1082,972,1039,1121,1184,1294,1638,1352,1218,925,1873,2356,1301,4770
3147,66,1171,614,804,855,799,724,651,786,816,608,620,469,974,800,961,2923
3148,55,904,337,530,598,496,473,474,588,654,423,341,255,398,195,590,1343
3149,137,3626,1506,1968,2030,1950,1938,1903,1993,2153,1647,1395,1092,1810,1083,1668,5705
3150,287,7452,2881,3533,3960,3762,3423,3370,3558,3892,2690,2294,1679,2886,1833,2754,9837
3151,46,1220,486,758,892,687,655,600,657,668,449,343,290,362,190,512,1461
3152,109,3283,1497,1950,2279,2231,2048,2090,2357,2391,1681,1369,959,1377,632,1606,5230
3153,62,1510,730,1149,1363,1352,1327,1432,1687,1683,1157,814,504,538,135,1476,3632
3154,16,276,173,216,282,271,290,248,316,352,236,218,134,143,56,316,875
3155,85,1431,761,1339,1536,1757,1514,1654,1864,1789,1182,838,506,623,151,1364,3796
3156,134,2782,1504,2038,2457,2486,2294,2465,2775,2922,1983,1632,1077,1375,626,2098,6810
3158,28,460,307,337,326,403,407,437,505,512,375,333,217,309,120,303,1270
3159,12,199,117,150,152,104,146,155,179,200,142,115,76,123,54,193,530
3160,25,603,401,485,493,556,527,552,643,641,528,427,316,387,162,478,1783
3161,59,1262,447,670,666,702,698,671,878,1024,826,818,610,957,1254,1223,2513
3162,72,1373,638,814,881,904,866,850,1021,1137,897,861,617,1104,1111,1232,3060
3163,138,3412,1096,1626,1658,1998,1749,1802,2114,2399,1796,1599,1237,1907,1098,1807,4925
3165,79,2193,1037,1390,1709,1651,1563,1399,1634,1845,1311,1173,925,1561,929,1435,5784
3166,116,2418,902,1390,1608,1433,1239,1359,1566,1618,1196,1067,715,1195,502,1514,3924
3167,38,788,400,599,785,630,536,579,601,632,475,358,238,346,172,571,1511
3168,225,4793,879,1291,1296,1387,1341,1065,1144,1236,692,606,358,407,125,1280,2076
3169,126,2264,795,1460,1858,1492,1239,1430,1592,1376,799,617,348,383,117,1181,3050
3170,97,1947,684,1210,1450,1272,1079,1121,1329,1380,934,827,534,738,289,1135,3337
3171,186,2951,822,2028,2201,1669,1414,1466,1486,1101,517,371,206,205,83,1530,3480
3172,131,2339,927,1640,1802,1522,1515,1728,1732,1504,912,672,463,548,223,1282,4159
3173,127,2946,974,1600,1850,1474,1439,1855,2025,1799,1151,863,553,621,228,1160,5107
3174,309,4006,1335,2880,3443,3002,2503,3007,2969,2554,1342,846,394,407,142,2664,6676
3175,434,5290,1848,4447,4543,4046,3330,3902,3956,3187,1666,1050,544,537,223,4449,9858
3177,122,1018,413,1035,1043,926,680,874,805,629,319,145,70,70,32,945,2187
3178,125,2991,1681,1851,1965,1784,1935,2122,2384,2692,1795,1536,1072,1494,664,1347,6235
3179,24,562,273,353,387,362,374,377,499,427,281,240,148,205,71,310,1138
3180,31,665,316,354,559,486,534,460,585,545,385,305,185,242,110,370,1313
3181,57,947,360,892,1121,1028,910,1056,1396,1793,1497,1363,996,1683,1273,2233,1669
3182,65,1074,411,842,974,1211,1149,1320,1840,2140,1684,1512,1046,1780,1213,3356,1770
3183,59,1002,422,678,806,966,967,1080,1333,1567,1220,1151,754,1197,862,1497,2933
3184,42,669,322,460,518,629,663,751,1005,1380,1143,1081,740,1312,1223,1429,2149
3185,28,843,376,505,570,653,635,633,776,935,759,691,482,879,901,860,2410
3186,88,1956,875,863,854,959,927,928,1085,1342,1031,1009,780,1704,3180,1636,4035
3187,51,1251,688,667,693,834,825,712,797,858,719,715,502,1074,1355,1059,3185
3188,65,1346,742,865,942,998,785,868,943,953,788,761,554,1145,1593,1123,3611
3189,27,414,256,330,381,380,340,374,344,412,321,246,179,284,145,429,1049
3190,25,655,400,511,632,610,532,522,653,722,543,504,366,642,424,663,2054
3191,23,727,391,394,401,578,527,441,546,639,442,473,412,705,963,780,1803
3192,77,1502,863,1129,1422,1616,1312,1266,1457,1611,1151,1052,722,1169,607,1318,4015
3193,54,1453,803,843,868,917,1039,974,1077,1220,928,968,669,1294,1737,1037,3622
3194,41,906,439,599,677,801,843,792,876,986,757,707,469,688,475,813,2103
3195,121,2537,1461,1736,1912,2066,1928,1944,2253,2546,1858,1823,1312,2164,1189,1931,7099
3196,68,1479,841,1191,1581,1757,1499,1544,1855,1842,1502,1154,859,1157,458,2018,4522
3197,47,750,376,567,724,721,711,721,802,914,664,568,394,540,304,811,1926
3198,56,992,490,943,1120,1378,1097,1117,1281,1337,904,642,412,444,131,1388,2727
3199,186,3296,1950,3179,4002,4368,3877,3642,4026,3870,2546,1972,1322,1633,735,4323,9371
3200,36,320,180,437,622,621,405,405,409,322,135,87,26,33,22,649,1066
3201,92,1366,673,1123,1380,1293,1321,1625,1856,1743,1011,641,366,352,89,1595,4173
3202,10,267,102,111,145,139,146,157,165,208,127,132,76,139,95,216,664
3204,101,2926,1263,1416,1626,1616,1538,1543,1799,1943,1477,1386,982,1935,1506,1532,6052
3205,44,658,251,527,581,560,405,444,633,782,618,633,481,987,918,1137,1261
3206,34,634,285,380,427,436,364,370,516,596,485,501,387,889,1459,795,1806
3207,53,796,374,654,712,741,565,630,821,1010,948,984,809,1666,1734,1467,2205
3211,6,94,63,73,75,66,95,77,81,69,60,59,29,56,28,137,246
3212,58,1089,696,837,1040,1060,893,985,1056,1142,826,648,446,586,197,1783,3318
3213,11,327,169,217,289,224,245,236,281,277,174,139,90,162,91,274,829
3214,99,1828,872,2233,2558,2302,1688,1657,1468,1164,512,306,170,174,95,2197,4635
3215,74,1194,756,1370,1910,1866,1380,1483,1385,1348,872,675,458,548,241,1718,3342
3216,173,3477,2477,3632,4253,4256,3966,3638,3794,3921,2629,2198,1499,1974,929,3320,10130
3217,5,335,217,288,258,298,331,428,536,537,450,341,223,231,92,445,1594
3218,49,691,474,786,919,982,927,828,914,1009,728,553,441,564,298,866,2384
3219,63,1028,661,1382,1811,2053,1606,1425,1489,1278,778,540,321,384,160,1632,3097
3220,58,1076,634,791,974,1024,950,908,1061,1133,882,826,573,857,735,1193,2682
3221,0,48,35,46,40,45,37,35,35,36,34,35,15,40,50,51,167
3222,55,946,567,935,1329,1177,1143,1000,991,965,630,467,324,375,240,1115,2700
3223,36,388,259,577,860,836,714,513,424,401,257,194,105,141,87,708,899
3224,46,784,553,857,1089,1082,1117,997,1101,1030,671,517,299,331,127,900,2700
3225,19,218,141,228,297,334,338,281,277,288,198,177,130,158,117,344,515
3226,35,876,538,717,882,957,1070,871,999,978,676,694,447,540,266,704,2899
3227,11,263,190,197,248,270,292,256,278,325,225,244,177,222,210,314,1090
3228,50,1101,647,840,912,953,1042,1068,1119,1209,942,848,601,908,571,1034,4107
3230,10,98,110,147,165,177,191,196,196,200,142,87,64,92,65,226,387
3231,0,55,64,85,99,77,105,83,89,87,71,47,30,43,49,99,181
3232,0,64,27,48,85,69,98,101,89,87,39,29,24,36,41,134,140
3233,8,93,82,145,160,205,210,167,161,128,66,50,31,33,31,197,257
3234,4,3,3,4,15,10,14,18,19,15,11,8,3,8,7,22,28
3235,5,12,9,15,17,31,29,22,30,27,23,7,6,18,8,33,71
3236,0,14,3,17,30,29,14,13,15,12,12,6,3,4,0,25,28
3237,0,14,11,15,25,21,25,15,20,14,6,0,0,7,9,14,24
3238,7,8,10,14,30,17,15,9,15,15,8,9,6,10,0,17,27
3239,4,29,16,25,37,42,24,20,37,35,19,6,7,3,5,50,69
3240,6,123,92,102,133,117,160,112,117,144,97,111,58,69,43,108,428
3241,12,179,82,194,228,217,189,174,152,181,105,70,41,46,27,223,451
3242,0,44,33,35,79,65,58,59,67,61,40,27,15,15,13,56,161
3243,11,19,7,24,21,27,34,23,32,13,15,19,11,7,4,20,68
3249,49,164,139,211,256,254,225,221,229,217,139,75,69,58,38,240,622
3250,55,483,443,738,1166,1122,1012,941,1020,864,468,276,192,177,104,978,2216
3251,5,34,22,21,45,52,40,41,27,36,19,15,10,7,8,52,85
3254,0,10,5,20,24,16,18,30,29,25,11,13,3,3,3,19,76
3260,32,230,189,290,480,458,370,299,357,303,177,144,74,76,64,417,815
3264,9,129,87,149,195,222,182,145,140,143,87,49,27,36,24,276,406
3265,31,166,110,143,179,153,176,152,225,171,113,87,50,44,57,194,565
3266,33,151,116,240,242,242,255,199,249,193,110,101,60,44,41,227,573
3267,5,12,19,13,21,9,21,17,13,15,8,3,0,7,4,25,53
3268,25,154,99,134,180,185,184,163,223,188,105,74,32,53,73,231,507
3269,11,32,21,44,49,36,41,37,34,39,21,17,16,36,27,86,175
3270,0,13,3,17,11,21,20,14,24,16,14,13,5,3,4,22,38
3271,5,11,6,11,9,13,14,11,16,11,5,5,3,4,8,22,33
3272,12,70,46,100,172,188,110,98,105,88,40,35,19,17,20,118,291
3273,0,10,4,3,10,12,8,3,8,10,5,11,3,3,0,16,27
3274,0,14,4,16,25,19,17,17,15,10,18,7,3,3,6,20,53
3275,4,28,22,23,26,20,31,19,36,47,28,12,12,8,0,26,93
3276,0,26,25,36,32,36,32,31,43,28,24,15,4,6,6,25,107
3277,10,80,52,96,146,112,134,143,137,146,83,54,45,52,43,187,415
3278,0,11,10,16,21,26,25,17,16,24,11,14,10,14,0,21,74
3279,0,15,12,15,14,13,22,16,26,15,7,6,3,7,7,29,70
3280,98,1429,1258,1993,2417,2702,2398,2420,2504,2198,1280,975,649,701,406,2505,5639
3281,10,113,76,79,81,80,92,105,150,126,72,75,43,50,29,125,400
3282,8,115,78,137,194,169,169,163,171,187,108,70,67,38,33,185,487
3283,9,72,51,69,97,67,103,81,103,111,71,40,28,29,19,105,303
3284,16,162,87,186,272,339,278,242,219,230,143,119,66,99,48,330,607
3285,9,81,51,82,93,76,94,74,59,82,41,52,34,31,22,105,212
3286,3,19,20,50,52,50,35,25,36,43,21,15,14,5,4,53,113
3287,5,24,25,21,19,22,29,43,37,33,17,11,12,6,8,29,96
3289,17,29,35,40,72,77,71,51,38,47,36,24,15,8,8,45,146
3292,0,8,8,18,20,28,23,15,13,11,7,5,0,5,0,12,16
3293,0,9,13,19,33,30,21,12,28,24,15,7,0,0,4,30,60
3294,3,39,25,74,95,63,68,70,69,58,34,36,18,30,6,86,185
3300,43,490,344,645,938,962,839,790,792,661,400,291,186,192,103,750,1660
3301,0,54,55,59,66,72,87,90,107,104,43,45,35,42,24,72,266
3302,4,20,11,24,26,25,23,31,24,27,15,16,6,11,4,29,71
3303,0,24,12,14,19,21,10,21,31,32,11,10,8,6,10,40,70
3304,19,149,125,153,255,247,200,166,186,193,101,79,50,47,33,291,442
3305,36,680,531,997,1133,1080,934,871,733,720,462,412,324,436,147,1172,2144
3309,0,13,6,4,10,16,11,4,4,11,0,0,0,0,0,7,21
3310,0,9,13,21,42,27,25,19,22,23,6,0,3,0,0,22,28
3311,12,83,56,116,221,243,128,103,106,93,41,25,23,18,9,179,232
3312,0,55,43,71,87,74,87,70,66,53,32,27,22,16,13,112,184
3314,4,21,16,36,44,34,42,41,36,33,27,13,8,20,12,36,102
3315,9,75,65,108,163,171,134,131,113,93,51,36,22,34,10,162,257
3317,4,8,11,6,9,20,11,25,14,15,12,6,0,4,4,8,46
3318,9,58,35,69,122,152,99,90,81,87,35,34,23,13,20,136,201
3319,0,21,14,10,42,31,37,25,32,31,8,15,11,5,4,14,45
3321,12,77,53,68,88,91,86,97,114,107,79,72,50,52,24,87,356
3322,0,10,8,10,35,17,12,9,14,7,8,7,0,0,0,16,27
3323,0,0,4,3,7,10,6,8,3,6,8,3,0,0,0,10,13
3324,3,25,17,44,52,50,50,36,33,32,20,9,10,6,4,63,73
3325,9,20,21,36,40,57,38,23,31,27,10,17,4,7,9,39,88
3328,8,109,56,91,136,100,109,102,125,125,72,78,55,53,17,96,389
3329,0,28,11,20,16,26,27,21,19,18,9,7,0,7,3,8,59
3330,0,12,6,6,21,20,15,17,19,15,8,4,5,0,4,19,48
3331,14,371,224,294,363,313,328,338,383,450,306,267,144,191,71,418,1523
3332,3,68,41,60,65,61,57,61,59,68,53,33,20,22,14,86,236
3333,3,47,21,50,60,65,67,54,56,57,31,29,13,19,17,66,174
3334,4,43,26,26,48,45,41,41,27,29,18,18,10,13,14,72,100
3335,30,466,157,252,251,252,281,366,486,541,368,241,148,120,37,512,1340
3337,188,2726,1224,2268,2539,2365,2213,2389,2698,2605,1626,1008,626,674,219,2630,8454
3338,126,1756,708,1366,1534,1498,1433,1467,1658,1644,1113,752,473,496,155,1600,5642
3340,97,1509,769,1118,1473,1401,1288,1305,1425,1463,1105,815,601,716,255,1367,4416
3341,10,128,96,87,96,89,89,101,97,124,81,73,59,65,35,137,315
3342,17,236,149,222,277,223,209,218,235,209,146,145,68,122,48,279,638
3345,10,82,32,79,89,78,65,65,70,70,53,46,32,50,15,85,234
3350,219,3351,2150,3893,4366,4749,4099,3942,4042,3957,2783,2181,1522,1836,1040,3976,11034
3351,43,494,326,590,673,582,524,595,599,557,284,262,166,182,62,551,1678
3352,81,938,616,912,1134,1022,1030,982,1029,1151,723,585,379,423,241,1383,3382
3355,36,730,475,980,1317,1373,1021,962,829,757,398,253,152,153,140,1169,2256
3356,56,821,503,1166,1664,1617,1288,1257,1247,1040,542,366,185,147,60,1257,3110
3357,3,202,168,198,215,232,213,201,227,239,182,183,110,152,87,253,848
3360,9,44,25,63,92,84,53,48,62,36,24,21,13,4,8,71,110
3361,7,33,22,55,72,90,46,43,32,34,15,15,6,8,7,74,126
3363,10,163,104,225,292,405,298,237,239,195,116,93,59,51,26,358,602
3364,8,108,87,164,170,185,158,121,170,115,81,75,27,66,25,227,383
3370,11,129,74,141,224,216,124,122,107,81,41,34,19,25,16,165,260
3371,12,55,39,111,132,123,58,67,50,51,28,20,9,14,8,109,117
3373,24,115,89,153,283,220,174,165,138,126,59,58,27,37,20,195,404
3374,0,29,15,27,47,39,23,34,34,30,15,13,9,10,0,20,63
3375,0,10,4,22,20,16,8,12,17,13,7,3,5,0,0,26,48
3377,40,391,269,662,791,843,764,731,652,527,338,244,162,154,80,1333,1435
3378,0,4,6,4,0,5,15,10,7,9,0,0,5,3,4,18,40
3379,3,29,17,42,73,77,49,59,49,40,22,17,17,20,19,134,136
3380,27,266,194,417,680,632,493,508,425,347,219,139,88,103,46,547,887
3381,8,42,49,63,110,92,113,91,91,77,41,50,27,31,9,117,197
3384,3,37,21,48,44,49,55,50,39,31,12,14,7,10,0,70,71
3385,0,28,20,49,58,48,29,33,31,32,27,16,8,7,6,27,75
3387,8,24,6,22,35,26,18,27,24,21,11,9,0,4,0,25,55
3388,0,29,28,41,52,77,44,23,41,40,9,17,11,6,9,47,88
3390,9,51,32,66,93,90,72,71,63,45,42,15,10,21,7,66,155
